sentence_index,sentence_text,raw_label,label_id,label_name,score,specificity_0_1,specificity_-1_1,ma_specificity_0_1
609,"You'll remember the trip to Florida, those of you that came, I think we’re going to have a similar positive experience when you see what we're doing there.",LABEL_0,0,LABEL_0,0.484188,0.159782,-0.680436,0.476317
610,"Operator

Our next question is from the line of Corey Tarlowe with Jefferies.",LABEL_1,1,LABEL_1,0.600504,0.538166,0.066333,0.492799
611,Please proceed with your question.,LABEL_0,0,LABEL_0,0.450255,0.148584,-0.702831,0.487959
612,"Corey Tarlowe

Hi, good morning and thank you for taking my question.",LABEL_1,1,LABEL_1,0.573541,0.529268,0.048537,0.472536
613,"Doug, you had mentioned some exciting news regarding PhonePe.",LABEL_0,0,LABEL_0,0.557721,0.184048,-0.631904,0.439752
614,"I was wondering if you could share any details around the business, around the growth or profitability today?",LABEL_0,0,LABEL_0,0.674874,0.222708,-0.554583,0.425442
615,And then just as another question.,LABEL_0,0,LABEL_0,0.599666,0.19789,-0.60422,0.410259
616,"John David in your prepared remarks, you mentioned that ROI is an interesting stat that I think it's the highest it's been since 2016.",LABEL_0,0,LABEL_0,0.656803,0.216745,-0.56651,0.41351
617,Is there a way to maybe put into context just how high you think your ROI can go and where some of these newer investments rank as you think about the trajectory for your return on investment?,LABEL_0,0,LABEL_0,0.623588,0.205784,-0.588432,0.396489
618,Thank you so much.,LABEL_0,0,LABEL_0,0.540886,0.178492,-0.643015,0.378318
619,"Kath McLay

I'll pick up the one on just on PhonePe.",LABEL_0,0,LABEL_0,0.489703,0.161602,-0.676796,0.377491
620,I mean the PhonePe business to by the end of 31st of January hit 1.7 trillion TPV and they have something like 310 million transactions daily.,LABEL_2,2,LABEL_2,0.473669,0.826311,0.652621,0.392623
621,"It's a very strong business, and we're excited to make the announcement that they are going to commence their preparation towards IPO.",LABEL_1,1,LABEL_1,0.469115,0.494808,-0.020384,0.39028
622,That's a significant milestone for PhonePe.,LABEL_1,1,LABEL_1,0.524813,0.513188,0.016377,0.389581
623,I think who's also going to celebrate its 10-year anniversary this year.,LABEL_0,0,LABEL_0,0.575455,0.1899,-0.6202,0.37184
624,So their business spans both financial services through the technology solutions and excited to be able to make that announcement.,LABEL_0,0,LABEL_0,0.465541,0.153629,-0.692743,0.353036
625,"John David Rainey

On ROI, first, I think we're fortunate to be a 63-year-old company that has the type of opportunities to invest in itself and drive the returns that we see.",LABEL_0,0,LABEL_0,0.46375,0.153037,-0.693925,0.334107
626,"I mentioned supply chain automation as one example, but there are many, but these are returns that are approaching 20% in some cases.",LABEL_1,1,LABEL_1,0.492342,0.502473,-0.005055,0.333875
627,The standard that we're holding ourselves to is that we want to see our ROI go up every single year.,LABEL_0,0,LABEL_0,0.434491,0.143382,-0.713236,0.314912
628,And we've seen that result over the last couple of years.,LABEL_1,1,LABEL_1,0.489723,0.501609,-0.006783,0.31107
629,And so I'd hope that we'd be able to get to historical highs over some period of time.,LABEL_0,0,LABEL_0,0.546054,0.180198,-0.639604,0.312091
630,But we want to continue to see these investments pay off with our ROI going up.,LABEL_0,0,LABEL_0,0.466192,0.153843,-0.692314,0.292875
631,"Operator

Thank you.",LABEL_1,1,LABEL_1,0.583139,0.532436,0.054872,0.312068
632,Our next question is from Rupesh Parikh with Oppenheimer.,LABEL_1,1,LABEL_1,0.576505,0.530247,0.050493,0.312117
633,Please proceed with your question.,LABEL_0,0,LABEL_0,0.450255,0.148584,-0.702831,0.310343
634,"Rupesh Parikh

Good morning, and thanks for taking my questions.",LABEL_1,1,LABEL_1,0.582889,0.532354,0.054707,0.325826
635,I'll be quick here.,LABEL_0,0,LABEL_0,0.745911,0.246151,-0.507699,0.328239
636,"Just as we look forward this year, I think free cash flow was down versus last year.",LABEL_0,0,LABEL_0,0.465076,0.153475,-0.69305,0.325075
637,I just want to get a sense if we're getting closer to a positive free cash flow inflection?,LABEL_0,0,LABEL_0,0.748071,0.246863,-0.506273,0.327129
638,"And then we did see an increase in dividends, so just any updated thoughts on capital allocation going forward?",LABEL_0,0,LABEL_0,0.694578,0.229211,-0.541578,0.329665
639,"John David Rainey

Sure.",LABEL_1,1,LABEL_1,0.64819,0.553903,0.097805,0.34928
640,"I'll take that, Rupesh, good to speak with you.",LABEL_0,0,LABEL_0,0.75446,0.248972,-0.502056,0.320413
641,We do feel like we're getting really close to both in earnings and a free cash flow inflection as you look at the benefits of a lot of these changes in our business just becoming larger as the composition of our overall business.,LABEL_1,1,LABEL_1,0.55338,0.522615,0.035231,0.321803
642,"And hopefully, our capital allocation reflects the conviction and excitement that we have in our business.",LABEL_1,1,LABEL_1,0.455266,0.490238,-0.029524,0.320656
643,We announced a 13% increase in our dividend.,LABEL_1,1,LABEL_1,0.406917,0.474283,-0.061435,0.334875
644,Our plan this year assumes that we're going to buy back more stock than we did last year.,LABEL_1,1,LABEL_1,0.554625,0.523026,0.036052,0.353345
645,"And certainly, if the early reaction to today's announcement is any indication, we have an opportunity too right now.",LABEL_1,1,LABEL_1,0.502929,0.505967,0.001933,0.370991
646,But we're also going to invest in our business with CapEx.,LABEL_0,0,LABEL_0,0.509231,0.168046,-0.663908,0.35427
647,And so I think we can be very balanced there going forward with both returning cash to shareholders and investing in ourselves.,LABEL_1,1,LABEL_1,0.445254,0.486934,-0.036133,0.371448
648,"Operator

Thank you.",LABEL_1,1,LABEL_1,0.583139,0.532436,0.054872,0.372989
649,"At this time, we've reached the end of the question-and-answer session.",LABEL_1,1,LABEL_1,0.572863,0.529045,0.048089,0.390431
650,And I'll turn the call over to management for closing remarks.,LABEL_0,0,LABEL_0,0.534976,0.176542,-0.646916,0.391566
651,"Doug McMillon

Yes, this is Doug.",LABEL_1,1,LABEL_1,0.708054,0.573658,0.137316,0.393627
652,John David just mentioned how old we are.,LABEL_1,1,LABEL_1,0.474722,0.496658,-0.016684,0.391948
653,What went through my mind was we feel young.,LABEL_0,0,LABEL_0,0.483637,0.1596,-0.6808,0.392499
654,"Like if you look at what's happening around the company, whether it's what we're doing with tech or moving to this new office location, there's a lot of freshness and newness and the momentum is helping to fuel that.",LABEL_1,1,LABEL_1,0.590997,0.535029,0.060058,0.392633
655,We're really pleased to see that the consistent momentum in the fourth quarter showed up in our results.,LABEL_1,1,LABEL_1,0.591883,0.535321,0.060643,0.407091
656,"We're obviously known for saving people money, but we're increasingly saving them time and that matters, and it's driving our growth.",LABEL_0,0,LABEL_0,0.442378,0.145985,-0.70803,0.406717
657,"And not only are -- is the team executing in the short term with things like unit growth and market share improvements and pricing investments and inventory management, but they're building for the long term and seeing ROI grow at the same time.",LABEL_0,0,LABEL_0,0.513865,0.169576,-0.660849,0.402852
658,And I'm really impressed by that and grateful for that.,LABEL_0,0,LABEL_0,0.70099,0.231327,-0.537346,0.402958
659,It's awesome to be in the position we are for international.,LABEL_0,0,LABEL_0,0.466303,0.15388,-0.69224,0.382957
660,"International has got a really bright future, had a really strong year yet again on top of strong years in the past.",LABEL_1,1,LABEL_1,0.562415,0.525597,0.041194,0.396788
661,All three segments had a good year.,LABEL_1,1,LABEL_1,0.566019,0.526786,0.043573,0.396997
662,"So we feel like we're in a good spot to start the year, and we'll just stay focused on playing offense and making the most of our opportunity.",LABEL_0,0,LABEL_0,0.56054,0.184978,-0.630044,0.381734
663,Thank you all for dialing in.,LABEL_1,1,LABEL_1,0.481161,0.498783,-0.012434,0.382959
664,"Operator

This concludes today's conference.",LABEL_1,1,LABEL_1,0.581799,0.531994,0.053987,0.383407
665,You may disconnect your lines at this time.,LABEL_1,1,LABEL_1,0.480769,0.498654,-0.012693,0.383041
666,Thank you for your participation.,LABEL_1,1,LABEL_1,0.483064,0.499411,-0.011178,0.39961
